Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2018-12-27,BTCUSD,3809.88,3841.21,3567,3589.89,12383.47,45731632.17
2018-12-26,BTCUSD,3780,3849.2,3685.02,3809.88,8763.53,33042372.79
2018-12-25,BTCUSD,4034,4045.41,3676.15,3780,11888.87,45000432.16
2018-12-24,BTCUSD,3944.93,4239.37,3944.92,4034,18459.12,76089211.12
2018-12-23,BTCUSD,3980.46,4050,3904.87,3944.93,9760.55,38817919.58
2018-12-22,BTCUSD,3839.06,4005,3790.16,3980.46,9641.35,37325618.06
2018-12-21,BTCUSD,4075.34,4162.27,3775,3839.06,21880.53,86954689.31
2018-12-20,BTCUSD,3682.51,4175,3661.5,4075.34,28862.88,114890624.61
2018-12-19,BTCUSD,3667.77,3928.15,3642.17,3682.51,27118.36,101817752.87
2018-12-18,BTCUSD,3496.82,3688,3436.5,3667.77,16101.1,56933990.4
2018-12-17,BTCUSD,3195,3585.95,3184.28,3496.82,20649.01,70639362.06
2018-12-16,BTCUSD,3183,3258,3181.24,3195,6960.21,22400415.44
2018-12-15,BTCUSD,3195.71,3228.69,3130,3183,9032.11,28655379.18
2018-12-14,BTCUSD,3265,3294.9,3135,3195.71,13684.44,44008088.91
2018-12-13,BTCUSD,3430.24,3439.63,3227.96,3265,13289.12,44246274.75
2018-12-12,BTCUSD,3349.36,3486.16,3325.58,3430.24,10238.1,34894094.7
2018-12-11,BTCUSD,3410.15,3424.92,3293.49,3355.68,10574.9,35539918.9
2018-12-10,BTCUSD,3531.18,3590.71,3354.97,3410.15,12950.67,44649594.52
2018-12-09,BTCUSD,3401,3642.51,3373.52,3531.18,11241.81,39534414.79
2018-12-08,BTCUSD,3380.01,3495,3253.66,3401,13145.57,44474430.73
2018-12-07,BTCUSD,3433.26,3544.99,3212,3380.01,34994.71,117571739.62
2018-12-06,BTCUSD,3694.39,3849,3401,3433.26,26157.21,95403129.31
2018-12-05,BTCUSD,3901.84,3912.53,3660,3694.39,14074.46,53225016.59
2018-12-04,BTCUSD,3833.47,4035.1,3732.43,3901.84,15556.85,60561979.03
2018-12-03,BTCUSD,4103.19,4119.98,3741.95,3833.47,15624.16,60988995.33
2018-12-02,BTCUSD,4142.01,4263.77,4036,4103.19,10461.93,43216163.42
2018-12-01,BTCUSD,3976,4275.42,3910.08,4142.01,9685.27,39839244.19
2018-11-30,BTCUSD,4248,4297.71,3869,3975.48,18112.45,73243944.12
2018-11-29,BTCUSD,4225.03,4410.52,4078.21,4248,19053.48,80634972.42
2018-11-28,BTCUSD,3775,4365,3775,4225.03,34203.59,140103162.28
2018-11-27,BTCUSD,3731.32,3830,3562.9,3775,22536.15,83514577.38
2018-11-26,BTCUSD,3936.69,4076.25,3510,3731.32,34144.92,128945499.1
2018-11-25,BTCUSD,3774.99,4120,3457.81,3936.69,36576.28,137761165.11
2018-11-24,BTCUSD,4283.8,4370.78,3650.84,3774.99,20501.98,81745237.63
2018-11-23,BTCUSD,4263.66,4366.05,4086.16,4283.8,18389.56,77685278.7
2018-11-22,BTCUSD,4545.11,4589,4238.69,4263.66,12107.2,53839728.96
2018-11-21,BTCUSD,4349.23,4627.55,4239.01,4545.11,27423.73,121800475.32
2018-11-20,BTCUSD,4733.5,4889,4035,4349.23,61797.01,275875686.16
2018-11-19,BTCUSD,5560,5560,4670.63,4733.5,36133.96,183124118.76
2018-11-18,BTCUSD,5504.17,5665,5503.34,5560,4599.14,25514015.42
2018-11-17,BTCUSD,5512.24,5544,5450.84,5504.17,4672.7,25633309.6
2018-11-16,BTCUSD,5579.52,5609.91,5410,5512.24,8839.08,48837088.75
2018-11-15,BTCUSD,5605.46,5645,5190,5579.52,20850.3,114060256.02
2018-11-14,BTCUSD,6259.35,6293.38,5281.01,5605.46,28948.74,165304900.05
2018-11-13,BTCUSD,6327.86,6328.22,6252.5,6259.35,4465.43,28083621.57
2018-11-12,BTCUSD,6357.6,6383.59,6305.95,6327.86,3498.83,22197659.45
2018-11-11,BTCUSD,6347.42,6360,6271.15,6357.6,2262.05,14319132.69
2018-11-10,BTCUSD,6334.89,6374,6327.46,6347.42,2366.56,15041644.97
2018-11-09,BTCUSD,6406.25,6415,6309.45,6334.89,4377.42,27842689.28
2018-11-08,BTCUSD,6503.12,6511.88,6391.99,6406.25,4929.29,31768725.31
2018-11-07,BTCUSD,6448.5,6540,6448.5,6503.12,5541.0,36042976.55
2018-11-06,BTCUSD,6404,6449.65,6387.82,6448.5,5257.68,33746528.33
2018-11-05,BTCUSD,6423.28,6439.99,6372,6404,3878.2,24833457.37
2018-11-04,BTCUSD,6331.96,6464.15,6314.82,6423.28,3785.22,24180829.93
2018-11-03,BTCUSD,6349.8,6351.7,6315.91,6331.96,2490.79,15776821.86
2018-11-02,BTCUSD,6343.99,6378.77,6333.94,6349.8,4003.06,25439682.42
2018-11-01,BTCUSD,6304.18,6360,6293.44,6343.99,4395.73,27752840.56
2018-10-31,BTCUSD,6267.63,6353.24,6203.72,6304.18,5061.85,31788070.1
2018-10-30,BTCUSD,6266,6289,6240.54,6267.63,4018.99,25168516.72
2018-10-29,BTCUSD,6403.62,6414.99,6211,6266,6219.19,39182076.98
2018-10-28,BTCUSD,6409.12,6415,6380.01,6403.62,2032.02,13008844.83
2018-10-27,BTCUSD,6404.87,6421.76,6390,6409.12,2264.63,14506617.0
2018-10-26,BTCUSD,6395.58,6450,6383.54,6404.87,3923.84,25128261.16
2018-10-25,BTCUSD,6415.97,6422,6379.74,6395.58,3446.96,22061255.74
2018-10-24,BTCUSD,6395.14,6470.99,6395.13,6415.97,5001.03,32142825.41
2018-10-23,BTCUSD,6407.65,6411.5,6360,6395.14,3884.63,24836419.59
2018-10-22,BTCUSD,6415.88,6427.63,6377.77,6407.65,3827.53,24503622.77
2018-10-21,BTCUSD,6414,6452.87,6405.57,6415.88,2497.64,16065758.0
2018-10-20,BTCUSD,6382.98,6420,6369.32,6414,3359.42,21491758.94
2018-10-19,BTCUSD,6394.96,6409.61,6355,6382.98,3708.25,23677548.56
2018-10-18,BTCUSD,6443.7,6489.83,6355,6394.96,6821.25,43810348.18
